_r,_RAJ2000,_DEJ2000,KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
arcsec,h:m:s,d:m:s, ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
----,-----------,-----------,--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
0.03,19 03 40.00,+38 34 19.9,3426335,5295,160,1,PHO,3.598,0.4,0,KIC,-0.234,0.3,0,KIC,1,5299,3.605,-0.22,3.031,1.352,DSEP,6.84E-02,  ,285.91666,38.57218
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 07 35.88,+38 34 56.4,3428926,5382,168,1,PHO,3.552,0.4,0,KIC,-1.257,0.3,0,KIC,1,5402,3.511,-1.24,2.552,0.771,DSEP,6.54E-02,  ,286.89951,38.58232
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 13 23.05,+38 33 34.1,3433065,5212,157,1,PHO,3.533,0.4,0,KIC,-0.929,0.3,0,KIC,1,5243,3.475,-0.86,2.711,0.799,DSEP,5.65E-02,  ,288.34604,38.55948
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 13 39.74,+38 32 27.0,3433279,5304,163,1,PHO,3.508,0.4,0,KIC,-0.118,0.3,0,KIC,1,5313,3.495,-0.1,3.768,1.622,DSEP,4.27E-02,  ,288.41559,38.54082
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 13 57.60,+38 31 24.5,3433482,5102,178,0,KIC,3.569,0.4,0,KIC,-0.249,0.3,0,KIC,0,5102,3.56,-0.24,2.886,1.103,DSEP,6.47E-02,  ,288.48999,38.52346
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 22 49.64,+38 35 40.3,3440985,7517,263,0,KIC,3.572,0.4,0,KIC,-0.194,0.3,0,KIC,1,7537,3.565,-0.18,3.881,2.018,DSEP,4.86E-02,  ,290.70685,38.59454
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 23 02.74,+38 31 55.2,3441159,7229,253,0,KIC,3.52,0.4,0,KIC,0.071,0.3,0,KIC,1,7234,3.535,0.08,4.108,2.108,DSEP,4.28E-02,  ,290.76141,38.532
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 38 11.51,+38 33 14.9,3456198,7905,276,0,KIC,3.529,0.4,0,KIC,-0.088,0.3,0,KIC,1,7892,3.674,-0.14,3.435,2.032,DSEP,7.06E-02,  ,294.54794,38.55414
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 38 13.02,+38 34 59.9,3456224,5053,156,1,PHO,3.571,0.4,0,KIC,-0.496,0.3,0,KIC,1,5069,3.556,-0.48,2.523,0.836,DSEP,7.33E-02,  ,294.55423,38.58331
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 38 52.13,+38 30 37.8,3456923,5392,174,1,PHO,3.519,0.4,0,KIC,0.175,0.3,0,KIC,1,5382,3.512,0.16,3.865,1.768,DSEP,4.31E-02,  ,294.71722,38.51051
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 40 50.12,+38 32 27.1,3459226,7359,257,0,KIC,3.589,0.4,0,KIC,0.206,0.3,0,KIC,1,7360,3.589,0.21,3.962,2.22,DSEP,5.03E-02,  ,295.20883,38.54086
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 08 50.14,+38 40 29.9,3531118,4968,148,1,PHO,3.503,0.4,0,KIC,0.141,0.3,0,KIC,1,4971,3.511,0.14,3.434,1.394,DSEP,4.85E-02,  ,287.20892,38.67498
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 12 20.40,+38 41 17.0,3533409,5033,149,1,PHO,3.529,0.4,0,KIC,-0.26,0.3,0,KIC,1,5035,3.528,-0.26,2.842,0.994,DSEP,6.10E-02,  ,288.08499,38.68805
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 25 29.03,+38 38 36.4,3544421,5335,172,1,PHO,3.579,0.4,0,KIC,-0.079,0.3,0,KIC,1,5344,3.615,-0.08,3.129,1.471,DSEP,6.76E-02,  ,291.37097,38.64345
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 29 56.16,+38 38 55.5,3548653,5043,176,0,KIC,3.505,0.4,0,KIC,-0.403,0.3,0,KIC,0,5043,3.497,-0.4,2.782,0.886,DSEP,5.80E-02,  ,292.48398,38.64876
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06,19 38 44.21,+38 36 02.2,3557619,5187,161,1,PHO,3.561,0.4,0,KIC,-0.445,0.3,0,KIC,1,5188,3.552,-0.44,2.83,1.04,DSEP,6.46E-02,  ,294.6842,38.60061
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 41 02.44,+38 38 02.4,3560268,5135,150,1,PHO,3.587,0.4,0,KIC,0.038,0.3,0,KIC,1,5138,3.568,0.04,3.297,1.467,DSEP,5.76E-02,  ,295.26016,38.63399
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 42 02.82,+38 39 32.9,3561533,5113,166,1,PHO,3.525,0.4,0,KIC,-0.911,0.3,0,KIC,1,5195,3.409,-0.8,2.935,0.805,DSEP,4.48E-02,  ,295.51175,38.65915
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 12 28.53,+38 44 51.7,3634487,8844,309,0,KIC,3.557,0.4,0,KIC,-0.065,0.3,0,KIC,1,8851,3.552,0.07,4.64,2.802,DSEP,3.95E-02,  ,288.11887,38.74769
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 25 34.59,+38 43 21.1,3645414,5186,164,1,PHO,3.525,0.4,0,KIC,0.073,0.3,0,KIC,1,5191,3.53,0.08,3.611,1.61,DSEP,4.82E-02,  ,291.39413,38.72252
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 34 12.63,+38 47 39.4,3653805,5204,162,1,PHO,3.598,0.4,0,KIC,0.097,0.3,0,KIC,1,5196,3.596,0.08,3.246,1.516,DSEP,6.24E-02,  ,293.55261,38.79429
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 35 31.64,+38 44 27.0,3655146,5284,171,1,PHO,3.569,0.4,0,KIC,-0.528,0.3,0,KIC,1,5282,3.569,-0.52,2.814,1.07,DSEP,6.77E-02,  ,293.88184,38.74083
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 41 49.64,+38 45 41.1,3662064,5083,161,1,PHO,3.523,0.4,0,KIC,-1.071,0.3,0,KIC,1,5208,3.325,-0.88,3.221,0.799,DSEP,3.37E-02,  ,295.45685,38.76143
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 42 09.93,+38 46 30.9,3662494,5008,151,1,PHO,3.597,0.4,0,KIC,-0.829,0.3,0,KIC,1,5114,3.438,-0.62,2.868,0.821,DSEP,4.90E-02,  ,295.54138,38.77526
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 58 50.02,+38 53 09.7,3727373,5691,199,54,PHO,3.585,0.4,54,PHO,-0.76,0.3,54,PHO,0,5696,3.586,-0.74,2.881,1.165,DSEP,6.86E-02,  ,284.7084,38.88604
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 12 48.51,+38 52 12.7,3736251,5071,154,1,PHO,3.507,0.4,0,KIC,-0.86,0.3,0,KIC,1,5148,3.375,-0.72,3.065,0.812,DSEP,3.97E-02,  ,288.20212,38.8702
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 22 43.85,+38 51 01.2,3744268,5248,162,1,PHO,3.563,0.4,0,KIC,-0.112,0.3,0,KIC,1,5248,3.57,-0.1,3.289,1.466,DSEP,5.80E-02,  ,290.68271,38.85033
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 25 55.03,+38 50 13.3,3747025,5409,183,1,PHO,3.509,0.4,0,KIC,0.363,0.3,0,KIC,1,5410,3.514,0.36,3.894,1.804,DSEP,4.30E-02,  ,291.47931,38.83704
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 26 30.79,+38 51 48.7,3747623,5379,178,1,PHO,3.523,0.4,0,KIC,-0.786,0.3,0,KIC,1,5383,3.53,-0.78,2.866,1.014,DSEP,6.07E-02,  ,291.6283,38.86354
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 27 54.35,+38 53 18.9,3749018,5091,155,1,PHO,3.5,0.4,0,KIC,-0.37,0.3,0,KIC,1,5092,3.498,-0.36,2.956,1.004,DSEP,5.47E-02,  ,291.97644,38.88859
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 37 35.88,+38 51 10.4,3758618,5968,219,1,PHO,3.536,0.4,0,KIC,-0.241,0.3,0,KIC,1,5974,3.548,-0.22,3.438,1.523,DSEP,5.28E-02,  ,294.39951,38.85288
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 38 46.26,+38 51 32.5,3759814,5063,143,1,PHO,3.512,0.4,0,KIC,-0.659,0.3,0,KIC,1,5098,3.452,-0.58,2.826,0.825,DSEP,5.15E-02,  ,294.69275,38.85902
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 40 27.37,+38 53 43.0,3761585,5395,171,1,PHO,3.548,0.4,0,KIC,-0.11,0.3,0,KIC,1,5391,3.552,-0.12,3.457,1.555,DSEP,5.30E-02,  ,295.11404,38.89529
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 41 26.27,+38 48 46.0,3762697,6095,186,1,PHO,3.533,0.4,0,KIC,0.062,0.3,0,KIC,1,6093,3.513,0.06,3.822,1.736,DSEP,4.38E-02,  ,295.35947,38.81278
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 41 36.54,+38 48 43.6,3762897,7234,253,0,KIC,3.504,0.4,0,KIC,-0.101,0.3,0,KIC,1,7246,3.51,-0.08,4.172,2.054,DSEP,3.99E-02,  ,295.40225,38.81211
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 42 09.84,+38 52 08.8,3763633,5172,159,1,PHO,3.585,0.4,0,KIC,-0.332,0.3,0,KIC,1,5170,3.584,-0.34,2.779,1.081,DSEP,7.09E-02,  ,295.54099,38.86912
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 42 34.37,+38 52 48.7,3764178,5126,155,1,PHO,3.511,0.4,0,KIC,-0.106,0.3,0,KIC,1,5122,3.512,-0.1,3.425,1.391,DSEP,4.88E-02,  ,295.64322,38.8802
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 10 05.15,+38 54 38.7,3837917,5423,162,1,PHO,3.53,0.4,0,KIC,0.107,0.3,0,KIC,1,5410,3.554,0.1,3.584,1.676,DSEP,5.13E-02,  ,287.52145,38.91075
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 16 20.03,+38 58 13.8,3842346,5196,157,1,PHO,3.544,0.4,0,KIC,-0.61,0.3,0,KIC,1,5195,3.55,-0.62,2.611,0.883,DSEP,6.98E-02,  ,289.08344,38.97049
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 25 37.35,+38 54 52.2,3850108,6332,221,54,PHO,3.584,0.4,54,PHO,-0.18,0.3,54,PHO,0,6325,3.578,-0.18,3.396,1.592,DSEP,5.73E-02,  ,291.40561,38.91449
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 26 24.71,+38 58 32.7,3850810,7525,263,0,KIC,3.561,0.4,0,KIC,-0.079,0.3,0,KIC,1,7511,3.574,-0.1,3.867,2.047,DSEP,4.99E-02,  ,291.60297,38.97574
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 42 07.97,+38 56 10.9,3866705,5026,155,1,PHO,3.587,0.4,0,KIC,-0.617,0.3,0,KIC,1,5080,3.511,-0.52,2.65,0.831,DSEP,6.29E-02,  ,295.5332,38.93636
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 43 13.10,+38 59 04.5,3868144,4989,139,1,PHO,3.591,0.4,0,KIC,-0.151,0.3,0,KIC,1,4985,3.589,-0.16,2.638,0.985,DSEP,7.56E-02,  ,295.8046,38.98458
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 02 26.97,+39 03 06.0,3936801,5038,139,1,PHO,3.542,0.4,0,KIC,-0.294,0.3,0,KIC,1,5040,3.542,-0.3,2.748,0.958,DSEP,6.51E-02,  ,285.61237,39.05166
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 03 42.56,+39 00 10.0,3937513,5075,149,1,PHO,3.512,0.4,0,KIC,-0.417,0.3,0,KIC,1,5078,3.515,-0.42,2.763,0.912,DSEP,6.09E-02,  ,285.92734,39.00279
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 08 50.68,+39 03 32.5,3940699,5044,143,1,PHO,3.541,0.4,0,KIC,0.102,0.3,0,KIC,1,5052,3.541,0.1,3.377,1.444,DSEP,5.28E-02,  ,287.21118,39.05903
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 12 40.24,+39 03 33.8,3943216,4966,151,1,PHO,3.582,0.4,0,KIC,-0.892,0.3,0,KIC,1,5109,3.374,-0.64,3.083,0.82,DSEP,3.94E-02,  ,288.16766,39.05938
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 23 00.34,+39 03 48.8,3951710,4898,143,1,PHO,3.593,0.4,0,KIC,-0.346,0.3,0,KIC,1,4947,3.534,-0.24,2.653,0.879,DSEP,6.63E-02,  ,290.75143,39.06356
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 25 01.33,+39 05 47.3,3953364,4971,145,1,PHO,3.562,0.4,0,KIC,-0.524,0.3,0,KIC,1,5025,3.487,-0.42,2.75,0.847,DSEP,5.74E-02,  ,291.25555,39.09647
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 29 37.24,+39 02 11.0,3957739,4856,143,1,PHO,3.505,0.4,0,KIC,-0.258,0.3,0,KIC,1,4897,3.46,-0.16,2.916,0.896,DSEP,5.09E-02,  ,292.40518,39.0364
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 29 59.40,+39 03 17.6,3958124,5011,145,1,PHO,3.502,0.4,0,KIC,-0.284,0.3,0,KIC,1,5013,3.501,-0.28,2.869,0.951,DSEP,5.67E-02,  ,292.4975,39.05488
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 35 45.59,+39 04 30.7,3963732,5328,177,1,PHO,3.57,0.4,0,KIC,0.471,0.3,0,KIC,1,5323,3.594,0.48,3.407,1.664,DSEP,5.93E-02,  ,293.93994,39.07519
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 37 14.55,+39 02 58.9,3965201,7853,274,0,KIC,3.577,0.4,0,KIC,-0.109,0.3,0,KIC,1,7854,3.669,-0.12,3.462,2.039,DSEP,6.92E-02,  ,294.31064,39.0497
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 38 24.10,+39 04 58.9,3966357,7681,268,0,KIC,3.588,0.4,0,KIC,-0.151,0.3,0,KIC,1,7700,3.617,-0.14,3.67,2.032,DSEP,5.79E-02,  ,294.6004,39.08302
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 40 08.08,+39 02 19.5,3968137,4827,137,1,PHO,3.532,0.4,0,KIC,0.189,0.3,0,KIC,1,4828,3.53,0.18,2.951,1.075,DSEP,5.89E-02,  ,295.03366,39.03874
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 43 47.14,+39 01 47.7,3972701,5147,147,1,PHO,3.546,0.4,0,KIC,-0.483,0.3,0,KIC,1,5151,3.543,-0.48,2.731,0.95,DSEP,6.57E-02,  ,295.94641,39.02992
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 44 42.27,+39 01 39.4,3973933,5008,153,1,PHO,3.571,0.4,0,KIC,-0.33,0.3,0,KIC,1,5006,3.581,-0.34,2.485,0.86,DSEP,7.89E-02,  ,296.17612,39.02761
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 45 00.09,+39 03 34.8,3974352,4979,174,54,PHO,3.595,0.4,54,PHO,-0.08,0.3,54,PHO,0,4978,3.601,-0.08,2.676,1.043,DSEP,7.67E-02,  ,296.25037,39.05966
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 00 37.55,+39 11 23.6,4037476,7361,257,0,KIC,3.531,0.4,0,KIC,0.013,0.3,0,KIC,1,7348,3.551,0,4.006,2.082,DSEP,4.56E-02,  ,285.15646,39.18988
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 03 35.08,+39 10 07.7,4039469,5478,175,1,PHO,3.527,0.4,0,KIC,0.167,0.3,0,KIC,1,5468,3.51,0.16,3.872,1.768,DSEP,4.29E-02,  ,285.89618,39.16881
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 03 55.80,+39 06 30.8,4039710,5073,150,1,PHO,3.538,0.4,0,KIC,-0.248,0.3,0,KIC,1,5074,3.534,-0.26,2.914,1.059,DSEP,6.03E-02,  ,285.98251,39.10856
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 11 00.83,+39 10 15.3,4044353,8524,298,0,KIC,3.559,0.4,0,KIC,-0.546,0.3,0,KIC,1,8523,3.559,-0.5,4.051,2.166,DSEP,4.59E-02,  ,287.75345,39.17092
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 15 44.21,+39 07 43.3,4047765,5175,156,1,PHO,3.51,0.4,0,KIC,-0.039,0.3,0,KIC,1,5179,3.523,-0.02,3.549,1.531,DSEP,4.83E-02,  ,288.9342,39.12868
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 16 37.47,+39 08 37.4,4048553,7878,275,0,KIC,3.584,0.4,0,KIC,-0.476,0.3,0,KIC,1,7872,3.59,-0.48,3.666,1.907,DSEP,5.45E-02,  ,289.15613,39.14371
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 26 08.56,+39 07 36.2,4057043,5052,149,1,PHO,3.53,0.4,0,KIC,-0.277,0.3,0,KIC,1,5054,3.533,-0.28,2.84,1.004,DSEP,6.17E-02,  ,291.53568,39.12673
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,19 43 28.67,+39 09 31.7,4075067,8997,314,0,KIC,3.546,0.4,0,KIC,0.058,0.3,0,KIC,1,8992,3.535,0.07,4.832,2.922,DSEP,3.65E-02,  ,295.86945,39.15881
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 58 47.48,+39 12 27.7,4136005,6020,210,54,PHO,3.556,0.4,54,PHO,0.06,0.3,54,PHO,0,6024,3.562,0.07,3.535,1.662,DSEP,5.30E-02,  ,284.69785,39.20769
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 09 44.52,+39 16 54.8,4143200,5469,174,1,PHO,3.56,0.4,0,KIC,-0.304,0.3,0,KIC,1,5472,3.563,-0.28,3.306,1.457,DSEP,5.68E-02,  ,287.43552,39.28189
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 24 35.35,+39 17 12.8,4155751,6635,203,1,PHO,3.562,0.4,0,KIC,-0.376,0.3,0,KIC,1,6648,3.563,-0.38,3.465,1.601,DSEP,5.42E-02,  ,291.14728,39.28689
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 27 45.72,+39 13 55.0,4158888,5109,154,1,PHO,3.559,0.4,0,KIC,-0.155,0.3,0,KIC,1,5103,3.557,-0.16,3.096,1.259,DSEP,5.98E-02,  ,291.94049,39.23194
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 30 06.65,+39 15 21.6,4161524,4976,174,0,KIC,3.58,0.4,0,KIC,-0.682,0.3,0,KIC,0,5069,3.466,-0.52,2.793,0.832,DSEP,5.38E-02,  ,292.52771,39.256
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 33 51.04,+39 14 17.3,4165434,5403,166,1,PHO,3.593,0.4,0,KIC,-0.417,0.3,0,KIC,1,5398,3.595,-0.42,2.97,1.267,DSEP,6.81E-02,  ,293.46265,39.23815
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 36 41.01,+39 15 17.9,4168574,7932,277,0,KIC,3.503,0.4,0,KIC,-0.073,0.3,0,KIC,1,7928,3.522,0.07,4.435,2.386,DSEP,3.85E-02,  ,294.17087,39.25497
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 39 03.69,+39 16 49.9,4171207,5564,173,1,PHO,3.569,0.4,0,KIC,-0.5,0.3,0,KIC,1,5566,3.578,-0.5,3.118,1.341,DSEP,6.23E-02,  ,294.76538,39.28052
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 41 09.52,+39 13 54.1,4173591,5322,166,1,PHO,3.5,0.4,0,KIC,0.218,0.3,0,KIC,1,5312,3.513,0.22,3.875,1.783,DSEP,4.32E-02,  ,295.28967,39.23168
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 58 33.30,+39 21 18.6,4241238,4950,143,1,PHO,3.593,0.4,0,KIC,-0.187,0.3,0,KIC,1,4948,3.588,-0.18,2.547,0.916,DSEP,7.81E-02,  ,284.63876,39.35518
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 02 19.38,+39 22 27.5,4243819,5049,151,1,PHO,3.511,0.4,0,KIC,-0.222,0.3,0,KIC,1,5046,3.506,-0.22,3.022,1.068,DSEP,5.45E-02,  ,285.58075,39.3743
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 15 31.85,+39 22 50.6,4252716,7384,258,0,KIC,3.557,0.4,0,KIC,-0.145,0.3,0,KIC,1,7385,3.531,-0.16,4.043,2.025,DSEP,4.32E-02,  ,288.88269,39.38071
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 16 23.36,+39 22 20.9,4253413,7516,263,0,KIC,3.583,0.4,0,KIC,-0.31,0.3,0,KIC,1,7502,3.532,-0.32,3.979,1.966,DSEP,4.39E-02,  ,289.09732,39.37246
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 33 12.96,+39 22 23.8,4269337,8226,287,0,KIC,3.577,0.4,0,KIC,-0.036,0.3,0,KIC,1,8226,3.717,-0.04,3.299,2.067,DSEP,8.11E-02,  ,293.30402,39.37329
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 38 01.27,+39 23 57.1,4274536,5168,159,1,PHO,3.519,0.4,0,KIC,-0.397,0.3,0,KIC,1,5165,3.515,-0.4,2.994,1.07,DSEP,5.62E-02,  ,294.50531,39.39919
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 45 39.47,+39 22 29.6,4283801,5048,151,1,PHO,3.537,0.4,0,KIC,-0.174,0.3,0,KIC,1,5048,3.531,-0.18,2.973,1.096,DSEP,5.88E-02,  ,296.41446,39.37489
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 07 10.58,+39 28 37.6,4349844,5385,163,1,PHO,3.575,0.4,0,KIC,-0.072,0.3,0,KIC,1,5375,3.558,-0.08,3.448,1.567,DSEP,5.38E-02,  ,286.7941,39.4771
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 14 22.53,+39 29 22.6,4354657,4917,144,1,PHO,3.51,0.4,0,KIC,0.162,0.3,0,KIC,1,4913,3.512,0.16,3.33,1.314,DSEP,5.01E-02,  ,288.59387,39.48962
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 29 12.44,+39 25 07.6,4367596,5333,168,1,PHO,3.583,0.4,0,KIC,-0.118,0.3,0,KIC,1,5319,3.567,-0.12,3.344,1.503,DSEP,5.66E-02,  ,292.30182,39.41877
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 36 24.34,+39 29 32.5,4374861,7348,257,0,KIC,3.579,0.4,0,KIC,0.103,0.3,0,KIC,1,7345,3.566,0.08,3.961,2.108,DSEP,4.78E-02,  ,294.10141,39.49235
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06,19 39 20.02,+39 29 06.8,4378059,5378,179,1,PHO,3.519,0.4,0,KIC,0.169,0.3,0,KIC,1,5376,3.513,0.18,3.863,1.773,DSEP,4.33E-02,  ,294.8334,39.48521
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 40 02.21,+39 27 51.0,4378838,5053,176,10,PHO,3.506,0.03,10,AST,-0.2,0.3,10,PHO,1,5053,3.506,-0.2,3.73,1.63,MULT,4.44E-02,10,295.00919,39.46418
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 41 52.39,+39 29 46.9,4380951,7223,252,0,KIC,3.583,0.4,0,KIC,-0.248,0.3,0,KIC,1,7207,3.58,-0.26,3.637,1.835,DSEP,5.37E-02,  ,295.46829,39.49635
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 43 00.70,+39 29 55.9,4382431,5354,165,1,PHO,3.513,0.4,0,KIC,-0.529,0.3,0,KIC,1,5356,3.515,-0.52,3.264,1.273,DSEP,5.16E-02,  ,295.75293,39.49886
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 01 56.13,+39 31 31.1,4446576,5068,150,1,PHO,3.581,0.4,0,KIC,-0.269,0.3,0,KIC,1,5069,3.576,-0.26,2.728,1.023,DSEP,7.10E-02,  ,285.48389,39.52532
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 02 06.34,+39 33 14.4,4446657,4971,145,1,PHO,3.571,0.4,0,KIC,-0.269,0.3,0,KIC,1,4968,3.56,-0.26,2.582,0.884,DSEP,7.23E-02,  ,285.5264,39.55401
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 19 01.88,+39 33 35.9,4458118,5134,156,1,PHO,3.545,0.4,0,KIC,-0.025,0.3,0,KIC,1,5132,3.541,-0.02,3.384,1.45,DSEP,5.27E-02,  ,289.75784,39.55997
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 20 22.26,+39 31 52.0,4459331,5119,153,1,PHO,3.566,0.4,0,KIC,-0.355,0.3,0,KIC,1,5117,3.568,-0.36,2.726,1.002,DSEP,6.97E-02,  ,290.09277,39.5311
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 26 24.51,+39 31 41.5,4464406,4991,155,1,PHO,3.526,0.4,0,KIC,-1.165,0.3,0,KIC,1,5174,3.228,-0.86,3.608,0.802,DSEP,2.40E-02,  ,291.60211,39.5282
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 35 43.10,+39 31 53.0,4472989,5280,155,1,PHO,3.599,0.4,0,KIC,0.011,0.3,0,KIC,1,5266,3.579,0,3.331,1.535,DSEP,5.85E-02,  ,293.92957,39.53139
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 35 44.79,+39 32 25.5,4473030,5101,147,1,PHO,3.526,0.4,0,KIC,-0.231,0.3,0,KIC,1,5098,3.524,-0.24,3.043,1.128,DSEP,5.64E-02,  ,293.93661,39.54043
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 36 10.11,+39 35 01.5,4473450,7534,263,0,KIC,3.552,0.4,0,KIC,-1.053,0.3,0,KIC,1,7535,3.517,-1.08,3.711,1.65,DSEP,4.55E-02,  ,294.04211,39.58374
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 49 27.58,+39 32 15.3,4488840,7349,257,0,KIC,3.538,0.4,0,KIC,0.014,0.3,0,KIC,1,7348,3.551,0,4.006,2.082,DSEP,4.56E-02,  ,297.36493,39.53758
,,,,,,,,,,,,,,,,,,,,,,,,,,
